row,sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:additionalInfo,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer,extra_eh,free_text_eh
,HIXVRAGENLIJSTEN_ZH00002350_ZH00001664,"C01.9 - Tongbasis, NNO",4,,Primaire tumorlokalisatie,0.38,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4169910,Structure of root of tongue,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002392_ZH00001637,"C04.9 - Mondbodem, NNO",2,,Primaire tumorlocalisatie,0.35,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4267224,Floor of mouth structure,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002392_ZH00001664,"C04.9 - Mondbodem, NNO",6,,Primaire tumorlokalisatie,0.35,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4267224,Floor of mouth structure,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002414_ZH00001637,C06.8 - Overlappende lokalisatie van overige en niet gespecificeerde delen van mond,2,,Primaire tumorlocalisatie,0.24,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,44498052,Overlapping lesion of other and unspecified parts of mouth,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002418_ZH00001664,C06.9 - Mondholte,2,,Primaire tumorlokalisatie,0.39,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4047651,Mouth region structure,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002422_ZH00001637,C07.9 - Glandula parotidea,2,,Primaire tumorlocalisatie,0.38,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4166063,Parotid gland structure,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002423_ZH00001664,"C07.9 - Parotis, NNO",2,,Primaire tumorlokalisatie,0.33,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4166063,Parotid gland structure,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002455_ZH00001637,C10.8 - Overlappende lokalisatie van orofarynx,2,,Primaire tumorlocalisatie,0.38,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,44498072,Overlapping lesions of oropharynx,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002572_ZH00001664,C22.0 - Lever,2,,Primaire tumorlokalisatie,0.42,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4009105,Liver structure,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002455_ZH00001664,C10.8 - Overlappende lokalisatie van orofarynx,2,,Primaire tumorlokalisatie,0.38,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,44498072,Overlapping lesions of oropharynx,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002458_ZH00001637,"C10.9 - Orofarynx, NNO",6,,Primaire tumorlocalisatie,0.38,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4151149,Oropharyngeal structure,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002458_ZH00001664,"C10.9 - Orofarynx, NNO",2,,Primaire tumorlokalisatie,0.38,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4151149,Oropharyngeal structure,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002476_ZH00001637,C12.9 - Sinus piriformis,4,,Primaire tumorlocalisatie,0.5,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4268741,Structure of piriform recess,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002476_ZH00001664,C12.9 - Sinus piriformis,4,,Primaire tumorlokalisatie,0.5,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4268741,Structure of piriform recess,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002505_ZH00001664,C15.4 - Middelste derde deel van oesofagus,2,,Primaire tumorlokalisatie,0.35,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4077602,Structure of middle third of esophagus,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002507_ZH00001637,C15.5 - Onderste derde deel van oesofagus,2,,Primaire tumorlocalisatie,0.36,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4281852,Structure of lower third of esophagus,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002507_ZH00001664,C15.5 - Onderste derde deel van oesofagus,2,,Primaire tumorlokalisatie,0.36,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4281852,Structure of lower third of esophagus,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002508_ZH00001664,C15.5 - Onderste derde deel van slokdarm,4,,Primaire tumorlokalisatie,0.21,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4281852,Structure of lower third of esophagus,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002512_ZH00001637,"C15.9 - Slokdarm, NNO",2,,Primaire tumorlocalisatie,0.4,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4140098,Esophageal structure,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002512_ZH00001664,"C15.9 - Slokdarm, NNO",2,,Primaire tumorlokalisatie,0.4,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4140098,Esophageal structure,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002513_ZH00001637,"C16.0 - Cardia, NNO",6,,Primaire tumorlocalisatie,0.33,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4268313,Cardia structure,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002515_ZH00001664,C16.0 - Gastro-oesofagale overgang,2,,Primaire tumorlokalisatie,0.47,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4268313,Cardia structure,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002527_ZH00001664,"C16.6 - Grote curvatuur van maag, NNO",2,,Primaire tumorlokalisatie,0.26,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4232156,Structure of greater curvature of stomach,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002531_ZH00001637,"C16.9 - Maag, NNO",10,,Primaire tumorlocalisatie,0.33,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4288283,Stomach structure,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002531_ZH00001664,"C16.9 - Maag, NNO",4,,Primaire tumorlokalisatie,0.33,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4288283,Stomach structure,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002538_ZH00001664,C18.0 - Caecum,4,,Primaire tumorlokalisatie,0.53,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4139602,Cecum structure,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002543_ZH00001664,C18.2 - Colon ascendens,2,,Primaire tumorlokalisatie,0.38,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4234702,Ascending colon structure,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002545_ZH00001637,C18.3 - Flexura hepatica,4,,Primaire tumorlocalisatie,0.56,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4168005,Structure of right colic flexure,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002545_ZH00001664,C18.3 - Flexura hepatica,6,,Primaire tumorlokalisatie,0.56,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4168005,Structure of right colic flexure,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002548_ZH00001664,C18.6 - Colon descendens,2,,Primaire tumorlokalisatie,0.4,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4139456,Descending colon structure,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002553_ZH00001637,"C18.7 - Sigmoïd, NNO",2,,Primaire tumorlocalisatie,0.28,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4244588,Sigmoid colon structure,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002553_ZH00001664,"C18.7 - Sigmoïd, NNO",10,,Primaire tumorlokalisatie,0.28,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4244588,Sigmoid colon structure,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002563_ZH00001637,"C20.9 - Rectum, NNO",4,,Primaire tumorlocalisatie,0.31,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4144541,Rectum structure,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002563_ZH00001664,"C20.9 - Rectum, NNO",8,,Primaire tumorlokalisatie,0.31,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4144541,Rectum structure,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002572_ZH00001637,C22.0 - Lever,2,,Primaire tumorlocalisatie,0.42,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4009105,Liver structure,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002601_ZH00001637,"C25.9 - Pancreas, NNO",12,,Primaire tumorlocalisatie,0.4,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4049768,Pancreatic structure,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002637_ZH00001637,C32.0 - Glottis,2,,Primaire tumorlocalisatie,0.47,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4047227,Glottis structure,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002640_ZH00001664,"C32.0 - Stemband, NNO",2,,Primaire tumorlokalisatie,0.31,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4047227,Glottis structure,Spec Anatomic Site,MAPS TO,"Also glottis or vocal cord structure?-> mapped to c32.0 icdo-o and then non-standard to standard ",AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002649_ZH00001664,C32.2 - Subglottis,2,,Primaire tumorlokalisatie,0.67,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4002724,Subglottis structure,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002657_ZH00001664,C33.9 - Trachea,2,,Primaire tumorlokalisatie,0.53,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4195956,Tracheal structure,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002659_ZH00001637,C34.0 - Hilus van long,92,,Primaire tumorlocalisatie,0.27,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4008013,Main bronchus structure,Spec Anatomic Site,MAPS TO,"44498182 class icd-o topography",AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002659_ZH00001664,C34.0 - Hilus van long,94,,Primaire tumorlokalisatie,0.27,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4008013,Main bronchus structure,Spec Anatomic Site,MAPS TO,"cfr histology codes is ook hier elk answer enkel het stuk voor de '-' van belang, alle codes moeten naar hetzelfde gemapt worden, (dus alle c34.0). het beste lijkt mij om daar de class icd-o topography te gebruiken",AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002660_ZH00001637,C34.0 - Hoofdbronchus,8,,Primaire tumorlocalisatie,0.37,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4008013,Main bronchus structure,Spec Anatomic Site,MAPS TO,44498182,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002660_ZH00001664,C34.0 - Hoofdbronchus,12,,Primaire tumorlokalisatie,0.37,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4008013,Main bronchus structure,Spec Anatomic Site,MAPS TO,44498182,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002661_ZH00001637,"C34.1 - Bovenkwab, bronchus",238,,Primaire tumorlocalisatie,0.37,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4167002,Structure of upper lobe of lung,Spec Anatomic Site,MAPS TO,44498183,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002661_ZH00001664,"C34.1 - Bovenkwab, bronchus",34,,Primaire tumorlokalisatie,0.37,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4167002,Structure of upper lobe of lung,Spec Anatomic Site,MAPS TO,44498183,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002662_ZH00001637,"C34.1 - Bovenkwab, long",574,,Primaire tumorlocalisatie,0.33,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4167002,Structure of upper lobe of lung,Spec Anatomic Site,MAPS TO,44498183,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002662_ZH00001664,"C34.1 - Bovenkwab, long",584,,Primaire tumorlokalisatie,0.33,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4167002,Structure of upper lobe of lung,Spec Anatomic Site,MAPS TO,44498183,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002664_ZH00001637,"C34.2 - Middenkwab, bronchus",14,,Primaire tumorlocalisatie,0.32,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4247919,Structure of middle lobe of right lung,Spec Anatomic Site,MAPS TO,44498184,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002664_ZH00001664,"C34.2 - Middenkwab, bronchus",4,,Primaire tumorlokalisatie,0.32,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4247919,Structure of middle lobe of right lung,Spec Anatomic Site,MAPS TO,44498184,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002665_ZH00001637,"C34.2 - Middenkwab, long",52,,Primaire tumorlocalisatie,0.36,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4247919,Structure of middle lobe of right lung,Spec Anatomic Site,MAPS TO,44498184,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002665_ZH00001664,"C34.2 - Middenkwab, long",56,,Primaire tumorlokalisatie,0.36,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4247919,Structure of middle lobe of right lung,Spec Anatomic Site,MAPS TO,44498184,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002666_ZH00001637,"C34.3 - Onderkwab, bronchus",74,,Primaire tumorlocalisatie,0.37,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4235763,Structure of lower lobe of lung,Spec Anatomic Site,MAPS TO,44498185,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002666_ZH00001664,"C34.3 - Onderkwab, bronchus",6,,Primaire tumorlokalisatie,0.37,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4235763,Structure of lower lobe of lung,Spec Anatomic Site,MAPS TO,44498185,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002667_ZH00001637,"C34.3 - Onderkwab, long",396,,Primaire tumorlocalisatie,0.43,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4235763,Structure of lower lobe of lung,Spec Anatomic Site,MAPS TO,44498185,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002667_ZH00001664,"C34.3 - Onderkwab, long",420,,Primaire tumorlokalisatie,0.43,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4235763,Structure of lower lobe of lung,Spec Anatomic Site,MAPS TO,44498185,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002668_ZH00001637,C34.8 - Overlappende lokalisatie van long,34,,Primaire tumorlocalisatie,0.27,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,44498186,Overlapping lesion of lung,Spec Anatomic Site,MAPS TO,44498186,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002668_ZH00001664,C34.8 - Overlappende lokalisatie van long,32,,Primaire tumorlokalisatie,0.27,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,44498186,Overlapping lesion of lung,Spec Anatomic Site,MAPS TO,44498186,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002671_ZH00001637,"C34.9 - Bronchus, NNO",4,,Primaire tumorlocalisatie,0.43,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4213162,Lung structure,Spec Anatomic Site,MAPS TO,44498187,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002671_ZH00001664,"C34.9 - Bronchus, NNO",6,,Primaire tumorlokalisatie,0.43,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4213162,Lung structure,Spec Anatomic Site,MAPS TO,44498187,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002672_ZH00001637,"C34.9 - Long, NNO",98,,Primaire tumorlocalisatie,0.35,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4213162,Lung structure,Spec Anatomic Site,MAPS TO,44498187,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002672_ZH00001664,"C34.9 - Long, NNO",78,,Primaire tumorlokalisatie,0.35,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4213162,Lung structure,Spec Anatomic Site,MAPS TO,44498187,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002798_ZH00001637,C42.1 - Beenmerg,2,,Primaire tumorlocalisatie,0.36,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4029619,Bone marrow structure,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002798_ZH00001664,C42.1 - Beenmerg,6,,Primaire tumorlokalisatie,0.36,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4029619,Bone marrow structure,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002822_ZH00001664,"C44.2 - Huid van oor, NNO",2,,Primaire tumorlokalisatie,0.29,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4153243,External ear structure,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002839_ZH00001664,C44.3 - Huid van voorhoofd,2,,Primaire tumorlokalisatie,0.41,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,44498226,Skin of other and unspecified parts of face,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002850_ZH00001637,"C44.4 - Huid van hoofd, NNO",2,,Primaire tumorlocalisatie,0.32,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4271004,Skin structure of scalp and/or neck,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002850_ZH00001664,"C44.4 - Huid van hoofd, NNO",2,,Primaire tumorlokalisatie,0.32,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4271004,Skin structure of scalp and/or neck,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002851_ZH00001664,C44.4 - Huid van schedel,2,,Primaire tumorlokalisatie,0.32,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4271004,Skin structure of scalp and/or neck,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002863_ZH00001664,C44.5 - Huid van flank,2,,Primaire tumorlokalisatie,0.34,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4313445,Skin structure of trunk,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002872_ZH00001664,C44.5 - Huid van rug,2,,Primaire tumorlokalisatie,0.31,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4313445,Skin structure of trunk,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002878_ZH00001664,C44.5 - Perianale huid,2,,Primaire tumorlokalisatie,0.36,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4313445,Skin structure of trunk,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002885_ZH00001664,C44.6 - Huid van hand,2,,Primaire tumorlokalisatie,0.4,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4144227,Skin structure of hand,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002902_ZH00001637,C44.7 - Huid van onderbeen,2,,Primaire tumorlocalisatie,0.37,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4159862,Skin structure of lower limb,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002902_ZH00001664,C44.7 - Huid van onderbeen,2,,Primaire tumorlokalisatie,0.37,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4159862,Skin structure of lower limb,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002996_ZH00001637,C48.0 - Retroperitoneum,6,,Primaire tumorlocalisatie,0.51,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4220536,Retroperitoneal compartment structure,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00002996_ZH00001664,C48.0 - Retroperitoneum,2,,Primaire tumorlokalisatie,0.51,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4220536,Retroperitoneal compartment structure,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00003138_ZH00001637,C50.4 - Buitenste bovenkwadrant van borst,6,,Primaire tumorlocalisatie,0.26,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4295715,Structure of upper outer quadrant of breast,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00003138_ZH00001664,C50.4 - Buitenste bovenkwadrant van borst,8,,Primaire tumorlokalisatie,0.26,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4295715,Structure of upper outer quadrant of breast,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00003140_ZH00001637,C50.5 - Buitenste onderkwadrant van borst,2,,Primaire tumorlocalisatie,0.38,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4140809,Structure of lower outer quadrant of breast,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00003140_ZH00001664,C50.5 - Buitenste onderkwadrant van borst,2,,Primaire tumorlokalisatie,0.38,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4140809,Structure of lower outer quadrant of breast,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00003144_ZH00001664,C50.8 - Binnenkant borst,2,,Primaire tumorlokalisatie,0.37,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,44497852,Overlapping lesion of breast,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00003145_ZH00001637,C50.8 - Bovenkant borst,2,,Primaire tumorlocalisatie,0.43,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,44497852,Overlapping lesion of breast,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00003145_ZH00001664,C50.8 - Bovenkant borst,2,,Primaire tumorlokalisatie,0.43,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,44497852,Overlapping lesion of breast,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
