source_code,source_term,modality,wise,last_date,source_frequency
RAD_CAD2_MG,CAD2,Mammography,not in wise,2010-01-12,3
RAD_ZH00005633_NM,LuPSMA cyclus 1 injectie,Nuclear Medicine,LuPSMA cyclus 1 injectie - NM: 2,2023-02-28,3
RAD_LSV_MG,Longventilatie SPECT,Mammography,Longventilatie SPECT - NM: 3,2015-12-15,3
RAD_ZH00000538_XA,Viscerale angio,X-Ray Angiography,Viscerale angio - XA: 3,2022-04-08,3
RAD_AORTA_MG,AORTAGRAM,Mammography,AORTAGRAM - XA: 4,2016-06-03,3
RAD_ZH00000135_CT,CT Hersenen PSI,Computed Tomography,CT Hersenen PSI - CT: 3,2022-06-30,3
RAD_ZH00005482_XA,CRT ICD-revisie,X-Ray Angiography,not in wise,2019-04-03,3
RAD_ZH00000500_MG,Punctie - Vacuumgeassisteerd Borst op Mammo,Mammography,Punctie - Vacuumgeassisteerd Borst op Mammo - MG: 1,2018-09-25,3
RAD_P.T.C._MG,PERITO,Mammography,PERITO - RF: 3,2007-10-19,3
RAD_SBD3I4_MG,SBD3I4,Mammography,not in wise,2011-05-10,3
RAD_ECPR_MG,ECPR,Mammography,not in wise,1996-04-17,3
RAD_ZH00005512_XA,Tijdelijke pacemaker,X-Ray Angiography,not in wise,2021-05-31,3
RAD_T_PLUM_MG,Punctie lumbaal,Mammography,not in wise,2007-10-12,3
RAD_ZH00000079_OT,CR Thorax Aan Bed,Other,CR Thorax Aan Bed - CR: 74203;  - CR: 3; CR Thorax Aan Bed - DX: 2; CR Thorax Aan Bed - MG: 1; CR Thorax Aan Bed - CT: 1; CR Thorax Aan Bed - RF: 1,2020-02-07,3
RAD_0000008622_XA,Overige,X-Ray Angiography,Overige - XA: 5,2022-05-11,3
RAD_CAD1I2_MG,CAD1I2,Mammography,not in wise,2011-05-20,3
RAD_KMD1I3_MG,KMD1I3,Mammography,not in wise,2011-10-13,3
RAD_MIBGCT_MG,MIBG - scan met SPECT en low CT,Mammography,MIBG - scan met SPECT en low CT - NM: 3,2016-12-14,3
RAD_SIAL-OLD_MG,SIALOGRAFIE,Mammography,not in wise,1997-03-25,3
RAD_B2015_MG,JOOD15THERAPIE,Mammography,not in wise,2014-10-16,3
RAD_1312_MG,MD TRANSIT,Mammography,MD TRANSIT - RF: 3,2014-08-28,3
RAD_ZH00000016_OT,CR Schouder Links,Other,CR Schouder Links - CR: 16050;  - CR: 4; CR Schouder Links - OT: 2,2022-04-13,3
RAD_CR0000_XA,Scopie op rx,X-Ray Angiography,Scopie op rx - XA: 4,2020-08-21,3
RAD_PTCA2PO_MG,PTCA 2 OF MR TAKKEN POST-OP,Mammography,PTCA 2 OF MR TAKKEN POST-OP - XA: 4,2017-06-26,3
RAD_TENC_MG,plaatsen cath Tenckhoff,Mammography,plaatsen cath Tenckhoff - XA: 2,2017-09-29,3
RAD_T_ADE_MG,Adenoiden,Mammography,not in wise,2011-03-28,3
RAD_23_MG,niet cervix cyto 3x,Mammography,not in wise,1999-03-31,3
RAD_RISASPCT_MG,Cysternografie + SPECT/CT (lok CT),Mammography,Cysternografie + SPECT/CT (lok CT) - NM: 3,2016-05-09,3
RAD_1663_MG,CT STAG.2 REG.Z/M +50%,Mammography,not in wise,2013-02-05,3
RAD_T_EOOG_MG,Echo Oog,Mammography,not in wise,2017-02-09,3
RAD_ZH00005283_OT,Mammo Elders Gemaakte Beelden,Other,Mammo Elders Gemaakte Beelden - MG: 1227; Mammo Elders Gemaakte Beelden - OT: 296; Mammo Elders Gemaakte Beelden - US: 148; Mammo Elders Gemaakte Beelden - MR: 6; Mammo Elders Gemaakte Beelden - CT: 1,2019-06-27,3
RAD_VPMIN_MG,VVI_PACEMAKER-IMPLANTATIE + NARCOSE,Mammography,VVI_PACEMAKER-IMPLANTATIE + NARCOSE - XA: 4,2016-04-21,3
RAD_T_MRUTER_MG,MRI Uterus-Ovariae,Mammography,not in wise,2016-09-28,3
RAD_PC_MG,Port-a-cath,Mammography,Port-a-cath - RF: 3,2016-10-21,3
RAD_TC99_MG,Tc 99,Mammography,not in wise,2000-12-12,3
RAD_ZH00005599_XA,VKF ablatie CARTO + AT ablatie + narcose,X-Ray Angiography,not in wise,2023-02-27,3
RAD_ZH00005502_XA,Lead Extractie,X-Ray Angiography,not in wise,2019-09-03,3
RAD_KMGB3_MG,Kleine Macroscopie + 3x gewone biopsie,Mammography,not in wise,2011-02-04,3
RAD_0000008853_CR,CR Expertise ikv gerechtelijk onderzoek,Computed Radiography,CR Expertise ikv gerechtelijk onderzoek - CR: 3,2022-12-23,3
RAD_BYMISP_MG,Bijschildklierscan met SPECT-opnames met Tc-Sestam,Mammography,Bijschildklierscan met SPECT-opnames met Tc-Sestamibi - NM: 3,2015-08-11,3
RAD_T_CFEML_MG,CT Femur Li,Mammography,not in wise,2015-12-18,3
RAD_M96_MG,kl.macro + kl.micro + 2 immuno's,Mammography,not in wise,1999-05-11,3
RAD_ZH00005607_XA,coronaro + FFR + PCI,X-Ray Angiography,not in wise,2022-11-08,3
RAD_0000005143_NM,Hersenscan SPECT Ceretec GE scan,Nuclear Medicine,Hersenscan SPECT Ceretec GE scan - NM: 3,2021-02-24,3
RAD_0000008873_CT,CT Medacta My Spine Multi,Computed Tomography,not in wise,2022-03-30,3
RAD_ZH00005217_MG,Spraakaudiometrie,Mammography,not in wise,2018-04-20,3
RAD_PBLA_MG,Punctie blaas,Mammography,not in wise,2012-08-16,3
RAD_VBSBI1_MG,vriesbiopt + superbiopt + 1 immuno,Mammography,not in wise,2011-10-25,3
RAD_0000008756_XA,Echo Barbotage Schouder Rechts,X-Ray Angiography,Echo Barbotage Schouder Rechts - US: 16; Echo Barbotage Schouder Rechts - XA: 3,2022-09-09,3
RAD_ABDOMEN_MG,Abdomen,Mammography,Abdomen - CR: 2,2007-05-17,3
RAD_ZH00005275_OT,CR Enkel Rechts Staande,Other,CR Enkel Rechts Staande - CR: 795; CR Enkel Rechts Staande - OT: 2,2022-09-27,3
RAD_ZH00000545_XA,RFA/microwave ablatie,X-Ray Angiography,RFA/microwave ablatie - CT: 22; RFA/microwave ablatie - XA: 3,2022-12-20,3
RAD_ZH00005282_OT,MR Elders Gemaakte Beelden,Other,MR Elders Gemaakte Beelden - MR: 188; MR Elders Gemaakte Beelden - OT: 35; MR Elders Gemaakte Beelden - MR: 10; MR Elders Gemaakte Beelden - CT: 4; MR Elders Gemaakte Beelden - OT: 3; CR Elders Gemaakte Beelden - CR: 1; MR Elders Gemaakte Beelden - MG: 1,2021-04-26,3
RAD_B1138_MG,TOMO NA THERAPIE I131,Mammography,TOMO NA THERAPIE I131 - NM: 3,2015-04-17,3
RAD_1511_MG,ANGIO 1 LID,Mammography,ANGIO 1 LID - RF: 3,2015-09-09,3
RAD_KM2I1_MG,2 x Kleine macroscopie + 1 immuno,Mammography,not in wise,2010-05-27,3
RAD_VID_MG,videofluoroscopie,Mammography,videofluoroscopie - RF: 3,2014-01-28,3
RAD_GER_MG,Gastro-oesofagale reflux,Mammography,Gastro-oesofagale reflux - NM: 3,2016-06-08,3
RAD_ZH00005100_NM,Sentinel Borst inj,Nuclear Medicine,Sentinel Borst inj - OT: 394; Sentinel Borst inj - NM: 2,2023-01-16,3
RAD_ZH00000655_OT,Injectie via poortkatheter,Other,Injectie via poortkatheter - OT: 3,2019-05-28,3
RAD_ZH00000574_OT,Myocardscintigrafie (Tl201)  Stress Farmacologisch,Other,Myocardscintigrafie (Tl201)  Stress Farmacologisch - OT: 3,2019-06-13,3
RAD_ZH00000515_CT,Punctie Schildklier (Anatomopathologie),Computed Tomography,Punctie Schildklier (Anatomopathologie) - US: 230; Punctie Schildklier (Anatomopathologie) - CT: 3,2019-09-13,3
RAD_B2012_MG,JOOD12THERAPIE,Mammography,not in wise,2014-10-16,3
RAD_T_MRHUML_MG,MRI Humerus Li,Mammography,not in wise,2017-12-21,3
RAD_MRMAVR_MG,MR mammae verhoogd risico,Mammography,MR mammae verhoogd risico - MR: 3,2017-04-10,3
RAD_MAMC_MG,Mammografie met contrast ,Mammography,Mammografie met contrast - MG: 3,2016-08-19,3
RAD_ZH00000116_XA,CR Nefrostomogram Rechts,X-Ray Angiography,CR Nefrostomogram Rechts - CR: 44; CR Nefrostomogram Rechts - XA: 3,2022-08-25,3
RAD_ZH00005578_XA,coronarografie + rechter hartkatheterisatie + NO,X-Ray Angiography,not in wise,2022-11-15,3
RAD_ZH00005495_XA,DDD-Pacemakerrevisie,X-Ray Angiography,DDD-Pacemakerrevisie - XA: 1,2022-04-14,3
RAD_0000008602_NM,MIBGscintigrafie niet-oncologisch scan,Nuclear Medicine,MIBGscintigrafie niet-oncologisch scan - NM: 3,2020-03-17,3
RAD_MAOR-OLD_MG,KATHETER IN AORTA,Mammography,not in wise,1999-09-29,3
RAD_0000008628_DX,Studie: niet ten laste van patiënt,Digital Radiography,Studie: niet ten laste van patiënt - NM: 70; Studie: niet ten laste van patiënt - DX: 50; Studie: niet ten laste van patiënt - CT: 13; Studie: niet ten laste van patiënt - OT: 1,2020-12-23,3
RAD_1681_MG,WORTELINFILTRATIE,Mammography,not in wise,2014-05-07,3
RAD_ZH00005593_XA,DDD-PM implantatie + looprecorder extractie,X-Ray Angiography,not in wise,2022-10-20,3
RAD_9024_MG,VISC FLEBOGRAFIE,Mammography,VISC FLEBOGRAFIE - RF: 3,2015-02-25,3
RAD_ZH00005506_XA,Nierangio,X-Ray Angiography,Nierangio - XA: 2,2023-03-13,3
RAD_ZH00005293_US,Drukmetingen Bovenste Ledematen,Ultra Sound,Drukmetingen Bovenste Ledematen - US: 2; Drukmetingen Bovenste Ledematen - US: 2,2020-09-28,3
RAD_0000008626_XA,Revisie wonde,X-Ray Angiography,Revisie wonde - XA: 9,2020-09-04,3
RAD_SMD2I1_MG,SMD2I1,Mammography,not in wise,2011-05-27,3
RAD_T_MRVOAR_MG,MRI Voorarm Re,Mammography,not in wise,2017-06-16,3
RAD_B1136_MG,SCHILDKLIER MET TOMO,Mammography,SCHILDKLIER MET TOMO - NM: 2,2015-01-26,3
RAD_ZH00000067_CR,CR Arthro Pols Rechts,Computed Radiography,not in wise,2022-06-01,3
RAD_SB_MG,Stent bovenbeen,Mammography,Stent bovenbeen - RF: 4,2017-06-02,3
RAD_SGB3_MG,Superbiop + gewone biop + 3 immuno's,Mammography,not in wise,2011-04-08,3
RAD_ZH00005629_XA,Subcutane ICD vervanging + narcose,X-Ray Angiography,not in wise,2023-03-10,3
RAD_D3IM1_MG,D3IM1,Mammography,not in wise,2010-10-01,3
RAD_512_MG,1 VC + 2 x immuno,Mammography,not in wise,1993-09-16,3
RAD_T_CHEUL+_MG,CT Heup Li +,Mammography,not in wise,2016-11-16,3
RAD_PTC-OLD_MG,PTC MIN.3CL,Mammography,not in wise,2000-04-04,3
RAD_MF4_MG,Materiaal Forfait PCI meerdere bloedvaten,Mammography,Materiaal Forfait PCI meerdere bloedvaten - XA: 4,2017-05-05,3
RAD_0000008854_CT,CT Expertise ikv gerechtelijk onderzoek,Computed Tomography,CT Expertise ikv gerechtelijk onderzoek - CT: 3,2022-12-23,3
RAD_CRTPMV_MG,CRT PM-VERVANGING,Mammography,CRT PM-VERVANGING - OT: 2; CRT PM-VERVANGING - XA: 2; CRT PM-VERVANGING - SR: 1,2017-02-06,3
RAD_SMSBI4_MG,Supermakro + superbiopsie + 4x immuno¿s,Mammography,not in wise,2008-09-30,3
RAD_CAD2I1_MG,CAD2I1,Mammography,not in wise,2011-06-03,3
RAD_CS00000160_EMG,EEG na slaapdeprivatie,Electromyography,not in wise,2023-02-21,3
RAD_VPMR_MG,VVI_PACEMAKER-REVISIE,Mammography,VVI_PACEMAKER-REVISIE - XA: 3,2015-08-07,3
RAD_ZH00000551_NM,Botscan deel lichaam,Nuclear Medicine,Botscan deel lichaam - NM: 3,2023-01-17,3
RAD_AST_MG,ABLATIE SUPRAVENT. TACHYCARDIE,Mammography,ABLATIE SUPRAVENT. TACHYCARDIE - XA: 3,2010-01-26,3
RAD_T_EMBY2_MG,Emb + glob art + 2x selectief,Mammography,not in wise,2012-04-17,2
RAD_BRON-OLD_MG,BRONCHOGRAFIE 3 CL,Mammography,not in wise,1999-03-15,2
RAD_VBGBI4_MG,Vriesbiopsie + gewoon biopt + 4 immuno's,Mammography,not in wise,2010-08-13,2
RAD_ZH00000533_US,PTC + Externe drainage,Ultra Sound,PTC + Externe drainage - XA: 30; PTC + Externe drainage - US: 2,2022-05-12,2
RAD_ZH00005584_XA,coronarografie + LAA sluiting + narcose + TEE,X-Ray Angiography,not in wise,2022-08-25,2
RAD_ERGO_MG,ERGONOVINETEST,Mammography,ERGONOVINETEST - XA: 2,2009-10-19,2
RAD_GBD2I3_MG,GBD2I3,Mammography,not in wise,2010-04-27,2
RAD_1270_MG,SCHEDEL-SINUSSEN BIJKOMENDE OPNAME,Mammography,not in wise,2014-02-11,2
RAD_74_MG,heelkundige behandeling van peroneotibiale luxatie,Mammography,not in wise,1999-01-05,2
RAD_ZH00000561_NM,Schildklier I123/Bijschildklier Tc99m MIBI SPECT,Nuclear Medicine,Schildklier I123/Bijschildklier Tc99m MIBI SPECT - NM: 2,2020-11-26,2
RAD_ZH00000442_MR,MR Elleboog Triceps Rechts,Magnetic Resonance,MR Elleboog Triceps Rechts - MR: 2,2021-01-18,2
RAD_PNEUMANG_MG,A.JODI,Mammography,not in wise,2010-08-26,2
RAD_ZH00000032_OT,CR Onderbeen Links,Other,CR Onderbeen Links - CR: 2727; CR Onderbeen Links - OT: 2;  - CR: 2,2022-06-09,2
RAD_ZH00005440_US,Transjugulaire Leverbiopsie,Ultra Sound,Transjugulaire Leverbiopsie - XA: 34; Transjugulaire Leverbioptie - XA: 8,2021-07-14,2
RAD_THSIRT2_MG,SIRT Therapie 2,Mammography,SIRT Therapie 2 - NM: 2,2017-03-23,2
RAD_ZH00000028_OT,CR Voet Links,Other,CR Voet Links - CR: 16800;  - CR: 5; CR Voet Links - OT: 1,2022-04-13,2
RAD_REUMA_MG,Reumaskelet (geen tarif),Mammography,Reumaskelet (geen tarif) - CR: 2,2005-05-20,2
RAD_KMG2I2_MG,Kleine macroscopie + 2 x gewone biopsie + 2 immuno,Mammography,not in wise,2011-03-07,2
RAD_ZH00005273_OT,CR Enkel Links Staande,Other,CR Enkel Links Staande - CR: 802; CR Enkel Links Staande - OT: 2;  - CR: 1,2022-09-16,2
RAD_ZH00000510_CT,Punctie Nier,Computed Tomography,Punctie Nier - CT: 2,2018-07-12,2
RAD_1727_MG,DUPL CAR + AND ECHO,Mammography,DUPL CAR + AND ECHO - US: 2,2015-09-10,2
RAD_ZH00005177_MG,EMG,Mammography,EMG - MG: 2,2018-04-27,2
RAD_SMSBI2_MG,SMSBI2,Mammography,not in wise,2010-12-16,2
RAD_CAD3I2_MG,CAD3I2,Mammography,not in wise,2011-10-27,2
RAD_SMD1I3_MG,SMD1I3,Mammography,not in wise,2011-06-17,2
RAD_ZH00000504_XA,Punctie Bot ,X-Ray Angiography,Punctie Bot - CT: 49; Punctie Bot - US: 28; Punctie Bot - XA: 2,2021-03-30,2
RAD_ZH00005272_OT,CR Voet Rechts Staande,Other,CR Voet Rechts Staande - CR: 2101; CR Voet Rechts Staande - OT: 1;  - CR: 1,2022-09-27,2
RAD_EVST_MG,STENT MET BALLON,Mammography,not in wise,2001-12-24,2
RAD_5_MG,biopsie 5x,Mammography,not in wise,1998-12-17,2
RAD_0000008738_CT,CT Parathyroïd (4D),Computed Tomography,CT Parathyroïd (4D) - CT: 1,2022-06-15,2
RAD_CORONARO_MG,interventie,Mammography,interventie - XA: 2,2010-09-23,2
RAD_CS00000009_US,ECG,Ultra Sound,ECG - OT: 1,2020-05-27,2
RAD_HSPCERCT_MG,Hersenscan SPECTCTopnames Ceretec GE,Mammography,Hersenscan SPECTCTopnames Ceretec GE - NM: 3,2017-09-27,2
RAD_ZH00000017_OT,CR Schouder Rechts,Other,CR Schouder Rechts - CR: 17908;  - CR: 1; CR Schouder Rechts - OT: 1; CR Schouder Rechts - DX: 1,2020-12-04,2
RAD_ZH00000247_CT,Conebeam Knie Links,Computed Tomography,Conebeam Knie Links - CT: 1,2021-06-03,2
RAD_ZH00005108_CT,CT HART - Evaluatie kunstklep (-)/EKG,Computed Tomography,CT HART - Evaluatie kunstklep (-)/EKG - CT: 1; CT Evaluatie kunstklep (-)/EKG - CT: 1,2021-03-11,2
RAD_PMR_MG,PACEMAKER-REVISIE,Mammography,PACEMAKER-REVISIE - XA: 2,2009-07-27,2
RAD_GBD1I1_MG,GBD1I1,Mammography,not in wise,2011-03-21,2
RAD_ZH00005518_XA,VVI-ICD revisie,X-Ray Angiography,not in wise,2021-10-11,2
RAD_504_MG,4 x immuno,Mammography,not in wise,1999-06-02,2
RAD_ZH00005546_XA,PTMV + TEE + narcose,X-Ray Angiography,PTMV - XA: 1,2022-08-11,2
RAD_0000008611_CT,CT Onderkaak,Computed Tomography,CT Onderkaak - CT: 3,2021-11-24,2
RAD_ASAN_MG,ALCOHOLISCHE SEPTUM ABLATIE + NARCOSE,Mammography,ALCOHOLISCHE SEPTUM ABLATIE + NARCOSE - XA: 2,2014-06-19,2
RAD_T_EMBN1_MG,"Emb + 1s selectief, géén globale art",Mammography,not in wise,2009-10-06,2
RAD_GBD3I2_MG,GBD3I2,Mammography,not in wise,2011-08-04,2
RAD_ZH00005500_XA,Diagnostisch EFO + narcose,X-Ray Angiography,not in wise,2021-11-10,2
RAD_B2005_MG,JOOD5THERAPIE,Mammography,not in wise,2015-02-25,2
RAD_KMVBI2_MG,Kleine Macroscopie + vriesbiop + 2 immuno's,Mammography,not in wise,2011-02-22,2
RAD_KMVBI3_MG,Kleine Macroscopie + vriesbiop + 3 immuno's,Mammography,not in wise,2010-03-24,2
RAD_N6022_MG,NANOCOLL/N,Mammography,not in wise,2014-04-23,2
RAD_NMR_MG,NMR BEKKEN,Mammography,NMR - MR: 1,2017-09-19,2
RAD_0000008920_CT,CT TPS Hersenen,Computed Tomography,CT TPS Hersenen - CT: 1,2023-01-18,2
RAD_KMD1I4_MG,KMD1I4,Mammography,not in wise,2010-03-17,2
RAD_T_CORA_MG,Consultatie Medische Beeldvorming,Mammography,not in wise,2015-12-15,2
RAD_GBD2I4_MG,GBD2I4,Mammography,not in wise,2010-06-24,2
RAD_ZH00005279_OT,CR Elders Gemaakte Beelden,Other,CR Elders Gemaakte Beelden - OT: 40; CR Elders Gemaakte Beelden - CR: 36; CR Elders Gemaakte Beelden - CT: 26; CR Elders Gemaakte Beelden - DX: 26; CR Elders Gemaakte Beelden - MG: 19; CR Elders Gemaakte Beelden - MR: 11; CR Elders Gemaakte Beelden - US: 5; CR Elders Gemaakte Beelden - NM: 3; CR Elders Gemaakte Beelden - XA: 2; CR Elders Gemaakte Beelden - RX: 1; CR Elders Gemaakte Beelden - RF: 1,2018-07-02,2
RAD_ZH00000513_US,Punctie Prostaat,Ultra Sound,Punctie Prostaat - US: 1,2020-01-28,2
RAD_ZH00005448_CT,CT Knie Rechts ZIMMER PSI,Computed Tomography,CT Knie Rechts ZIMMER PSI - CT: 1,2020-07-13,2
RAD_GB7_MG,partiële mammectomie + okselevidement,Mammography,not in wise,2009-06-12,2
RAD_T_OPP2_MG,Opst Pyelogr 2,Mammography,not in wise,2014-12-01,2
RAD_ZH00005060_NM,Andere,Nuclear Medicine,Andere - NM: 2; Andere - OT: 1,2022-11-30,2
RAD_AATC_MG,ABLATIE LINKER ATRIALE TACHYCARDIE (CARTO),Mammography,ABLATIE LINKER ATRIALE TACHYCARDIE (CARTO) - XA: 2,2010-10-19,2
RAD_B1130_MG,LONG PERFUSIE + TOMO,Mammography,LONG PERFUSIE + TOMO - NM: 2,2015-08-26,2
RAD_KM2SB_MG,2 x kleine Macroscopie + superbiopsie,Mammography,not in wise,2003-06-17,2
RAD_GBID2_MG,GBID2,Mammography,not in wise,2010-12-01,2
RAD_T_PUB1_MG,Blaaspunctie +,Mammography,not in wise,2007-01-05,2
RAD_SO_MG,Stent onderbeen,Mammography,Stent onderbeen - RF: 2,2016-05-02,2
RAD_ZH00000248_CT,Conebeam Knie Rechts,Computed Tomography,Conebeam Knie Rechts - CT: 1,2019-12-11,2
RAD_CS00000031_ECG,Fietsergometrie - Loopband,Electrocardiography,not in wise,2021-10-05,2
RAD_0000008574_OT,XA Elders Gemaakte Beelden,Other,XA Elders Gemaakte Beelden - OT: 2; XA Elders gemaakte Beelden - XA: 1; XA Elders Gemaakte Beelden - MG: 1; XA Elders Gemaakte Beelden - CT: 1,2018-12-21,2
RAD_KMID_MG,KMID,Mammography,not in wise,2010-03-04,2
RAD_CA3I2_MG,Cytologie andere 3x + 2x immuno,Mammography,not in wise,2009-06-26,2
RAD_QDR1_120_MG,adenoidectomie,Mammography,not in wise,2003-02-14,2
RAD_ZH00005476_XA,Ablatie hisbundel  + narcose,X-Ray Angiography,not in wise,2022-05-18,2
RAD_ZH00005601_XA,coronarografie + PTAV,X-Ray Angiography,not in wise,2022-03-11,2
RAD_KM2G2_MG,2 x kleine macroscopie + 2 x gewone biopsie,Mammography,not in wise,2007-05-14,2
RAD_T_CBKNIL_MG,CBCT Knie Links,Mammography,not in wise,2016-05-21,2
RAD_CA2IM5_MG,CA2IM5,Mammography,not in wise,2011-05-26,2
RAD_ZH00000267_MG,Echo Borsten (met inbegrip van de axilla),Mammography,Echo Borsten (met inbegrip van de axilla) - US: 23532; Echo Borsten - US: 3584; Echo Borsten - MG: 1; Punctie Borst + Harpoenplaatsing - US: 1; Echo Borsten - OT: 1,2018-07-05,2
RAD_0000008618_MG,CR Babygram,Mammography,CR Babygram - CR: 1; CR Babygram - MR: 1; CR Babygram - MG: 1,2020-05-28,2
RAD_AHN_MG,ABLATIE HISBUNDEL + NARCOSE,Mammography,ABLATIE HISBUNDEL + NARCOSE - XA: 2,2016-07-29,2
RAD_0000005147_OT,Myocardscintigrafie (Tc99m) rust scan + Ca,Other,Myocardscintigrafie (Tc99m) rust scan - NM: 1206; Myocardscintigrafie (Tc99m) rust scan + Ca - NM: 586,2018-10-22,2
RAD_ZH00005291_US,Drukmetingen Onderste Ledematen,Ultra Sound,Drukmetingen Onderste Ledematen - US: 2; Drukmetingen Onderste Ledematen - US: 1,2020-06-24,2
RAD_T_CVOAL_MG,CT Voorarm Li,Mammography,not in wise,2018-03-20,2
RAD_73_MG,heelkundige behandeling van metafysaire fractuur v,Mammography,not in wise,1998-05-06,2
RAD_ZH00005540_XA,ECMO,X-Ray Angiography,not in wise,2023-02-11,2
RAD_PGAL-OLD_MG,PUNC.galactografie,Mammography,not in wise,1995-11-03,2
RAD_SMSBI1_MG,SMSBI1,Mammography,not in wise,2010-10-27,2
RAD_VBGBI3_MG,Vriesbiopsie + gewoon biopt + 3 immuno's,Mammography,not in wise,2011-04-13,2
RAD_SBD1I2_MG,SBD1I2,Mammography,not in wise,2011-10-12,2
RAD_ZH00000538_US,Viscerale angio,Ultra Sound,Viscerale angio - XA: 3,2021-11-24,2
RAD_TBI123_MG,Total Body scan met I123 en SPECT-opnames,Mammography,Total Body scan met I123 en SPECT-opnames - NM: 2,2014-08-12,2
RAD_M202_MG,mac/M + 2x biopsie,Mammography,not in wise,1998-05-04,2
RAD_ZH00005505_XA,Lead revisie + narcose,X-Ray Angiography,not in wise,2023-01-27,2
RAD_1256_MG,LUMBALE WERVELZUIL (6 OPNAMEN),Mammography,not in wise,2013-04-17,2
RAD_DUPL CAR_MG,Small Parts,Mammography,not in wise,2010-10-17,2
RAD_PECH_MG,PECH,Mammography,not in wise,1997-03-03,2
RAD_TH2IDW_MG,Thorax 2cl IDEWE,Mammography,not in wise,2004-05-14,2
RAD_GB3I2_MG,Gewone biopsie 3x + 2 immuno's,Mammography,not in wise,2011-09-01,2
RAD_0000008554_US,EUS Rectum,Ultra Sound,EUS Rectum - US: 161,2019-02-20,2
RAD_ZH00005637_NM,LuPSMA cyclus 2 of meer injectie,Nuclear Medicine,LuPSMA cyclus 2 of meer injectie - NM: 2,2023-03-15,2
RAD_KMSBI5_MG,Kleine macroscopie + superbiopsie + 5 immuno's,Mammography,not in wise,2008-10-03,2
RAD_0000008727_CT,CT Schouder Links ZIMMER PSI,Computed Tomography,CT Schouder Links ZIMMER PSI - CT: 2,2022-07-15,2
RAD_0000008693_US,Plaatsen Holter Westlaan,Ultra Sound,Plaatsen Holter Westlaan - US: 19,2023-01-23,2
RAD_1350_MG,PELVIMETRIE,Mammography,PELVIMETRIE - CR: 2,2011-09-13,2
RAD_SCICDIN_MG,SUBCUTANE ICD IMPLANTATIE,Mammography,SUBCUTANE ICD IMPLANTATIE - XA: 7,2016-12-07,2
RAD_ZH00000503_CT,Punctie Borst + Harpoenplaatsing op echo,Computed Tomography,Punctie Borst + Harpoenplaatsing - US: 559; Punctie Borst + Harpoenplaatsing op echo - US: 42; Punctie Borst Harpoenplaatsing - US: 7; Punctie Borst + Harpoenplaatsing - CT: 2,2020-12-07,2
RAD_T_ARCUH_MG,Arcus Aortae,Mammography,not in wise,2007-02-02,2
RAD_KMD2I4_MG,KMD2I4,Mammography,not in wise,2009-11-13,2
RAD_T_BPU_MG,"Bijkomend nr., ECHO/CT niet aanrekenbaar",Mammography,not in wise,1753-01-01,2
RAD_ENDOVASC_MG,A.JODI,Mammography,not in wise,2009-01-14,2
RAD_ZH00000054_CT,CR Scannografie Lengte,Computed Tomography,CR Scannografie Lengte - CR: 95; CR Scannografie Lengte - OT: 90; CR Scannografie Lengte - DX: 12; CR Scannografie Lengte - CT: 2,2019-08-29,2
RAD_COLLSPCT_MG,Colloidscan met SPECTCT low dose,Mammography,Colloidscan met SPECTCT low dose - NM: 3,2017-07-14,2
RAD_ZH00005292_US,Inspanningstest,Ultra Sound,Inspanningstest - US: 2; Inspanningstest - US: 1,2020-06-24,2
RAD_CTW1_MG,CTW1,Mammography,not in wise,1996-07-08,2
RAD_T_COFT1__MG,COFT1_ONDERZOEK,Mammography,not in wise,2008-12-17,2
RAD_0000008744_XA,VVI ICD-implantatie + Narcose,X-Ray Angiography,VVI ICD-implantatie + Narcose - XA: 3,2022-10-06,2
RAD_ATA_MG,AT-ABLATIE (CARTO),Mammography,AT-ABLATIE (CARTO) - XA: 2,2009-07-31,2
RAD_CAROTIS_MG,CAROTIS + PERIFEER,Mammography,A.JODI - RF: 2,2002-11-27,2
RAD_VBGBI2_MG,VBGBI2,Mammography,not in wise,2011-02-01,2
RAD_0000005155_OT,Therapie I131 met TB SPECT/CT (LD CT) 30 mCi inn,Other,Therapie I131 met TB SPECT/CT (LD CT) 30 mCi inn - NM: 5; Therapie I131 met TB SPECT/CT (LD CT) 30 mCi inn - OT: 2,2019-08-28,2
RAD_0000008610_CT,CT Bovenkaak,Computed Tomography,CT Bovenkaak - CT: 1,2020-12-22,2
RAD_ZH00000078_CR,CR Reumaskelet,Computed Radiography,CR Reumaskelet - CR: 1,2019-04-04,2
RAD_ZH00000518_XA,Punctie Vene Jugularis/Subclavia/Femoralus ,X-Ray Angiography,Punctie Vene Jugularis/Subclavia/Femoralus - US: 2; Punctie Vene Jugularis/Subclavia/Femoralus - XA: 2,2022-10-20,2
RAD_N2000_MG,PATIENT WEIGERT,Mammography,not in wise,2015-10-01,2
RAD_T_CSCH2_MG,CT SCHEDEL 2VLAKKEN,Mammography,not in wise,1753-01-01,2
RAD_SMKMI3_MG,SMKMI3,Mammography,not in wise,2010-09-08,2
RAD_ZH00000496_US,Punctie Blaas,Ultra Sound,Punctie Blaas - US: 2; Punctie Blaas - CT: 1,2021-07-18,2
RAD_T_CABD1_MG,CT Abdomen,Mammography,not in wise,2010-09-30,2
RAD_ZH00005508_XA,PM/ICD Extractie + narcose,X-Ray Angiography,not in wise,2022-03-11,2
