sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:modality,ADD_INFO:wise,ADD_INFO:last_date,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
RAD_ZH00000017_OT,CR Schouder Rechts,2,,Other,CR Schouder Rechts - CR: 17908;  - CR: 1; CR Schouder Rechts - OT: 1; CR Schouder Rechts - DX: 1,2020-12-04,0.23,UNCHECKED,UNREVIEWED,,0,4003059,Shoulder reconstruction,Procedure,MAPS_TO,,<auto>,1679066958961,
RAD_ZH00000337_MR,MR Cardio ARVD,158,,Magnetic Resonance,MR Cardio ARVD - MR: 161,2023-03-08,0.35,UNCHECKED,UNREVIEWED,,0,3010716,MR Chest,Procedure,MAPS_TO,,<auto>,1679066958963,
RAD_T_SCHNT_MG,RX Schedel NT,1,,Mammography,not in wise,2007-07-18,0.28,UNCHECKED,UNREVIEWED,,0,4043206,Activity scheduling,Procedure,MAPS_TO,,<auto>,1679066959064,
RAD_ZH00000028_OT,CR Voet Links,2,,Other,CR Voet Links - CR: 16800;  - CR: 5; CR Voet Links - OT: 1,2022-04-13,0.19,UNCHECKED,UNREVIEWED,,0,4337587,Excision of lesion of vocal ligament and Reinke's space,Procedure,MAPS_TO,,<auto>,1679066959386,
RAD_0000008592_US,Studie: niet ten laste van patiënt,4,,Ultra Sound,Studie: niet ten laste van patiënt - CT: 430; Studie: niet ten laste van patiënt - CR: 193; Studie: niet ten laste van patiënt - MR: 148; Studie: niet ten laste van patiënt - CT: 44; Studie: niet ten laste van patiënt - MR: 19; Studie: niet ten laste van patiënt - CR: 6; Studie: niet ten laste van patiënt - US: 3;  - MR: 2,2019-05-08,0.21,UNCHECKED,UNREVIEWED,,0,4340171,CT limited studies,Procedure,MAPS_TO,,<auto>,1679066959400,
RAD_ZH00000247_CT,Conebeam Knie Links,2,,Computed Tomography,Conebeam Knie Links - CT: 1,2021-06-03,0.28,UNCHECKED,UNREVIEWED,,0,37397149,Cone beam CT,Procedure,MAPS_TO,,<auto>,1679066959658,
RAD_ZH00000495_US,Punctie Ascites,525,,Ultra Sound,Punctie Ascites - US: 409; Punctie Ascites (Evacuerend) - US: 112; Punctie Ascites - CT: 4; Punctie Ascites (Evacuerend) - CT: 3; Punctie Ascites (Evacuerend) - XA: 2; Punctie Ascites - XA: 1,2023-03-09,0.47,UNCHECKED,UNREVIEWED,,0,4313285,Centesis,Procedure,MAPS_TO,,<auto>,1679066959719,
RAD_B1140_MG,PERFUSIE-HSA,4,,Mammography,PERFUSIE-HSA - NM: 4,2015-08-25,0.49,UNCHECKED,UNREVIEWED,,0,4338837,Perfusion,Procedure,MAPS_TO,,<auto>,1679066959876,
RAD_0000008717_US,PM controle ADHOC,1,,Ultra Sound,not in wise,2021-06-04,0.32,UNCHECKED,UNREVIEWED,,0,4021823,Pain control,Procedure,MAPS_TO,,<auto>,1679066959939,
RAD_CSKD_MG,Echo K.Dujardin,24259,,Mammography,Echo K.Dujardin - US: 25443; Echo K.Dujardin - SR: 59,2017-09-28,0.19,UNCHECKED,UNREVIEWED,,0,4230911,Echocardiography,Procedure,MAPS_TO,,<auto>,1679066960048,
RAD_ZH00005009_OT,Cardiologie tilt tafel test,58,,Other,Cardiologie tilt tafel test - US: 8,2023-02-22,0.51,UNCHECKED,UNREVIEWED,,0,4033557,Tilt table test,Procedure,MAPS_TO,,<auto>,1679066960614,
RAD_ZH00005108_CT,CT HART - Evaluatie kunstklep (-)/EKG,2,,Computed Tomography,CT HART - Evaluatie kunstklep (-)/EKG - CT: 1; CT Evaluatie kunstklep (-)/EKG - CT: 1,2021-03-11,0.23,UNCHECKED,UNREVIEWED,,0,4302372,Product evaluation,Procedure,MAPS_TO,,<auto>,1679066960818,
RAD_T_EVOET1_MG,Echo Voet Unilateraal,525,,Mammography,not in wise,2018-04-19,0.25,UNCHECKED,UNREVIEWED,,0,3049994,MR Breast - unilateral,Procedure,MAPS_TO,,<auto>,1679066960833,
RAD_T_CBROTS_MG,CBCT Rotsbeenderen huisartsen,158,,Mammography,not in wise,2018-04-19,0.42,UNCHECKED,UNREVIEWED,,0,1989694,Cone beam CT Teeth,Procedure,MAPS_TO,,<auto>,1679066960886,
RAD_T_CONBL_MG,CT Onderbeen Li,1,,Mammography,not in wise,2018-02-16,0.24,UNCHECKED,UNREVIEWED,,0,4330796,Single photon emission computed tomography of liver and spleen,Procedure,MAPS_TO,,<auto>,1679066960921,
RAD_SCHR_MG,RX schouder re,23859,,Mammography,RX Schouder re - CR: 14300; RX schouder re - CR: 10822; RX Schouder Rechts - DX: 5331; RX Schouder Rechts - CR: 3893; RX Schouder Rechts - RF: 28; RX schouder re - RF: 27; RX Schouder re - RF: 27; RX Schouder re - US: 11; RX schouder re - DX: 9; RX Schouder re - DX: 6; RX schouder re - US: 5; RX Schouder re - MR: 1; RX schouder re - CT: 1; RX Schouder re - CT: 1,2017-09-29,0.23,UNCHECKED,UNREVIEWED,,0,4318080,Repair of shoulder,Procedure,MAPS_TO,,<auto>,1679066961103,
RAD_ZH00000420_MR,MR Pelvimetrie,58,,Magnetic Resonance,MR Pelvimetrie - MR: 57,2023-01-25,0.74,UNCHECKED,UNREVIEWED,,0,3021689,MR Pelvis,Procedure,MAPS_TO,,<auto>,1679066961376,
RAD_0000008837_CT,CT Schouder Wright Blueprint Links,4,,Computed Tomography,CT Schouder Wright Blueprint Links - CT: 4,2021-07-08,0.33,UNCHECKED,UNREVIEWED,,0,1617805,XR Wrist - right Lateral,Procedure,MAPS_TO,,<auto>,1679066961376,
RAD_REUMA_MG,Reumaskelet (geen tarif),2,,Mammography,Reumaskelet (geen tarif) - CR: 2,2005-05-20,0.23,UNCHECKED,UNREVIEWED,,0,42537566,Skeletal traction care management,Procedure,MAPS_TO,,<auto>,1679066961417,
RAD_ZH00000684_NM,SPECT-CT Enkel Links,157,,Nuclear Medicine,SPECT-CT Enkel Links - NM: 150,2023-03-10,0.22,UNCHECKED,UNREVIEWED,,0,3038275,SPECT Liver,Procedure,MAPS_TO,,<auto>,1679066961536,
RAD_PMR_MG,PACEMAKER-REVISIE,2,,Mammography,PACEMAKER-REVISIE - XA: 2,2009-07-27,0.61,UNCHECKED,UNREVIEWED,,0,4300181,Revision of permanent cardiac pacemaker device,Procedure,MAPS_TO,,<auto>,1679066961579,
RAD_CS00000015_US,Echocardiografie,23617,,Ultra Sound,Echocardiografie - US: 4732; Echocardiografie - US: 242; Echocardiografie - SR: 2,2023-03-16,0.82,UNCHECKED,UNREVIEWED,,0,4230911,Echocardiography,Procedure,MAPS_TO,,<auto>,1679066962060,
RAD_T_MRHANL_MG,MRI Hand Li,58,,Mammography,not in wise,2018-03-23,0.66,UNCHECKED,UNREVIEWED,,0,4082714,MRI of hand,Procedure,MAPS_TO,,<auto>,1679066962178,
RAD_1355_MG,HYSTEROGRAFIE,156,,Mammography,HYSTEROGRAFIE - RF: 141; HYSTEROGRAFIE - CR: 2,2015-10-07,0.72,UNCHECKED,UNREVIEWED,,0,4103437,Hysterogram,Procedure,MAPS_TO,,<auto>,1679066962527,
RAD_106_MG,vriescoupe + 6 controles,1,,Mammography,not in wise,1999-05-12,0.24,UNCHECKED,UNREVIEWED,,0,36303622,CT Chest W contrast IV and CT angiogram Pulmonary arteries for pulmonary embolus W contrast IV,Procedure,MAPS_TO,,<auto>,1679066962563,
RAD_GB3I3_MG,Gewone biopsie 3x + 3 immuno's,4,,Mammography,not in wise,2011-08-22,0.23,UNCHECKED,UNREVIEWED,,0,4005173,Cone biopsy,Procedure,MAPS_TO,,<auto>,1679066962615,
RAD_GBD1I1_MG,GBD1I1,2,,Mammography,not in wise,2011-03-21,0.13,UNCHECKED,UNREVIEWED,,0,3024034,US Gallbladder,Procedure,MAPS_TO,,<auto>,1679066962764,
RAD_1320_MG,FISTULOGRAFIE,57,,Mammography,FISTULOGRAFIE - RF: 39,2015-09-09,0.60,UNCHECKED,UNREVIEWED,,0,4067451,Fistulography of anal fistula,Procedure,MAPS_TO,,<auto>,1679066963444,
RAD_ZH00000176_CT,CT Thorax-Abdomen + Longembolen,524,,Computed Tomography,CT Thorax-Abdomen + Longembolen - CT: 442; CT Thorax-Abdomen Staging Prostaat - CT: 79,2023-03-15,0.30,UNCHECKED,UNREVIEWED,,0,4330934,CT of thorax and abdomen with contrast,Procedure,MAPS_TO,,<auto>,1679066963480,
RAD_ZH00000400_MR,MR Cervicodorsaal MS,156,,Magnetic Resonance,MR Cervicodorsaal MS - MR: 163; MR Full Spine Spondilo Arthropathie SpA - MR: 2,2023-03-14,0.50,UNCHECKED,UNREVIEWED,,0,3009302,MR Cervical spine,Procedure,MAPS_TO,,<auto>,1679066963614,
RAD_T_THS_MG,RX THmECG/BA/ASP,23453,,Mammography,not in wise,2018-04-19,0.21,UNCHECKED,UNREVIEWED,,0,4140676,Signal-averaged electrocardiography,Procedure,MAPS_TO,,<auto>,1679066963651,
RAD_KMG2I2_MG,Kleine macroscopie + 2 x gewone biopsie + 2 immuno,2,,Mammography,not in wise,2011-03-07,0.25,UNCHECKED,UNREVIEWED,,0,4005173,Cone biopsy,Procedure,MAPS_TO,,<auto>,1679066963919,
RAD_CS00000034_US,24 uurs holter,1,,Ultra Sound,not in wise,2018-11-15,0.36,UNCHECKED,UNREVIEWED,,0,4098508,24 Hour ECG,Procedure,MAPS_TO,,<auto>,1679066964041,
RAD_ZH00005518_XA,VVI-ICD revisie,2,,X-Ray Angiography,not in wise,2021-10-11,0.27,UNCHECKED,UNREVIEWED,,0,4041249,Revision,Procedure,MAPS_TO,,<auto>,1679066964102,
RAD_ZH00005521_XA,VVI-pacemakerimplantatie + narcose,4,,X-Ray Angiography,not in wise,2021-10-27,0.42,UNCHECKED,UNREVIEWED,,0,4144921,Implantation of cardiac pacemaker,Procedure,MAPS_TO,,<auto>,1679066964298,
RAD_POL_MG,RX pols li,23219,,Mammography,RX Pols li - CR: 14165; RX pols li - CR: 9498; RX Pols li - RF: 4; RX Pols li - DX: 3; RX Pols li - US: 3; RX pols li - RF: 2; RX Pols li - CT: 2,2017-09-29,0.22,UNCHECKED,UNREVIEWED,,0,3014826,US Lower extremity,Procedure,MAPS_TO,,<auto>,1679066964399,
RAD_T_CPOLY_MG,CT Polytrauma,155,,Mammography,not in wise,2018-03-31,0.40,UNCHECKED,UNREVIEWED,,0,4227391,Trauma therapy,Procedure,MAPS_TO,,<auto>,1679066964522,
RAD_ZH00000580_NM,Longperfusie,6,,Nuclear Medicine,Longperfusie - NM: 4,2022-10-04,0.57,UNCHECKED,UNREVIEWED,,0,4338837,Perfusion,Procedure,MAPS_TO,,<auto>,1679066964626,
RAD_504_MG,4 x immuno,2,,Mammography,not in wise,1999-06-02,0.46,UNCHECKED,UNREVIEWED,,0,4295112,Immunological therapy,Procedure,MAPS_TO,,<auto>,1679066964790,
RAD_ZH00005074_OT,Schildklierscintigrafie inj,521,,Other,Schildklierscintigrafie inj - OT: 521; Schildklierscintigrafie inj - NM: 11; Schildklierscintigrafie inj - MG: 1,2020-06-09,0.34,UNCHECKED,UNREVIEWED,,0,4160914,Nuclear medicine imaging procedure,Procedure,MAPS_TO,,<auto>,1679066965711,
RAD_ZH00000579_NM,Longperfusie SPECT,6,,Nuclear Medicine,Longperfusie SPECT - NM: 8,2022-07-25,0.52,UNCHECKED,UNREVIEWED,,0,4338837,Perfusion,Procedure,MAPS_TO,,<auto>,1679066965804,
RAD_ZH00000647_OT,Xofigo Therapie en consultatie,57,,Other,Xofigo Therapie en consultatie - OT: 57; Xofigo Therapie en consultatie - NM: 35,2020-01-09,0.35,UNCHECKED,UNREVIEWED,,0,4276330,General radiation therapy consultation and report,Procedure,MAPS_TO,,<auto>,1679066966158,
RAD_ZH00000658_NM,SPECT-CT Schedel,4,,Nuclear Medicine,SPECT-CT Schedel - NM: 4,2022-08-30,0.27,UNCHECKED,UNREVIEWED,,0,3040854,SPECT Bone,Procedure,MAPS_TO,,<auto>,1679066966201,
RAD_1712_MG,ECHO LIDMAAT,23044,,Mammography,ECHO LIDMAAT - US: 22800,2015-10-14,0.36,UNCHECKED,UNREVIEWED,,0,4122347,Modified Widman flap,Procedure,MAPS_TO,,<auto>,1679066966275,
RAD_SMKI8_MG,Supermakroscopie + kleine makroscopie + 8 immuno's,1,,Mammography,not in wise,2008-12-22,0.16,UNCHECKED,UNREVIEWED,,0,4244064,Immunoelectron microscopy study,Procedure,MAPS_TO,,<auto>,1679066966406,
RAD_ZH00005546_XA,PTMV + TEE + narcose,2,,X-Ray Angiography,PTMV - XA: 1,2022-08-11,0.31,UNCHECKED,UNREVIEWED,,0,4072504,Controlled mandatory ventilation with sigh,Procedure,MAPS_TO,,<auto>,1679066966450,
RAD_ZZICU_MG,Echo anesthesie CX50 intensieve,155,,Mammography,Echo anesthesie CX50 intensieve - US: 155,2016-05-26,0.26,UNCHECKED,UNREVIEWED,,0,4332593,Spinal anesthesia,Procedure,MAPS_TO,,<auto>,1679066966630,
RAD_ZH00005545_XA,PTAV,6,,X-Ray Angiography,PTAV - XA: 5,2022-12-16,0.30,UNCHECKED,UNREVIEWED,,0,4160718,Fluoroscopy guided percutaneous transluminal angioplasty of renal artery with contrast,Procedure,MAPS_TO,,<auto>,1679066966824,
RAD_ZH00000508_CT,Punctie Lumbaal,57,,Computed Tomography,Punctie Lumbaal - CT: 58; Punctie Lumbaal - US: 9; Punctie Lumbaal - XA: 6,2023-02-28,0.53,UNCHECKED,UNREVIEWED,,0,4080549,Lumbar puncture,Procedure,MAPS_TO,,<auto>,1679066966988,
RAD_0000008573_US,Echo cardiografie,520,,Ultra Sound,Echo cardiografie - US: 2587,2023-01-31,0.62,UNCHECKED,UNREVIEWED,,0,4230911,Echocardiography,Procedure,MAPS_TO,,<auto>,1679066967029,
RAD_ZH00000041_CR,CR Heup Rechts,23020,,Computed Radiography,CR Heup Rechts - CR: 22704; CR Heup Rechts - OT: 17;  - CR: 4,2023-03-16,0.28,UNCHECKED,UNREVIEWED,,0,4196062,Group reassurance,Procedure,MAPS_TO,,<auto>,1679066967084,
RAD_SBD1I1_MG,SBD1I1,1,,Mammography,not in wise,2010-06-14,0.10,UNCHECKED,UNREVIEWED,,0,3014650,US Abdomen,Procedure,MAPS_TO,,<auto>,1679066967252,
RAD_0000008611_CT,CT Onderkaak,2,,Computed Tomography,CT Onderkaak - CT: 3,2021-11-24,0.24,UNCHECKED,UNREVIEWED,,0,4230516,Barkan operation,Procedure,MAPS_TO,,<auto>,1679066967317,
RAD_S_MG,Schouder,519,,Mammography,Schouder - OT: 236; Schouder - ES: 229; Schouder - RF: 46,2017-09-28,0.20,UNCHECKED,UNREVIEWED,,0,4328096,Chondrectomy of shoulder,Procedure,MAPS_TO,,<auto>,1679066967491,
RAD_SM3_MG,Supermakroscopie 3x,4,,Mammography,not in wise,2011-09-06,0.21,UNCHECKED,UNREVIEWED,,0,4329105,Fluoroscopy of heart for checking of permanent cardiac pacemaker position,Procedure,MAPS_TO,,<auto>,1679066967781,
RAD_ZH00000214_CT,CT Knieprothese Rechts,57,,Computed Tomography,CT Knieprothese Rechts - CT: 58,2023-03-13,0.35,UNCHECKED,UNREVIEWED,,0,3048029,CT Knee,Procedure,MAPS_TO,,<auto>,1679066968563,
RAD_ZH00005103_NM,Sentinel Cervix scan,6,,Nuclear Medicine,Sentinel Cervix scan - NM: 6,2020-06-02,0.55,UNCHECKED,UNREVIEWED,,0,4003539,Cervix injection,Procedure,MAPS_TO,,<auto>,1679066968683,
RAD_GBID3_MG,GBID3,4,,Mammography,not in wise,2010-08-10,0.19,UNCHECKED,UNREVIEWED,,0,3024034,US Gallbladder,Procedure,MAPS_TO,,<auto>,1679066968833,
RAD_204_MG,makro + 2 biop + 2 immuno,1,,Mammography,not in wise,1997-08-08,0.31,UNCHECKED,UNREVIEWED,,0,4214176,Integrated optical coherence tomography and scanning laser ophthalmoscopy,Procedure,MAPS_TO,,<auto>,1679066968982,
RAD_ZH00005551_XA,TAVI + narcose + firma,155,,X-Ray Angiography,TAVI + narcose + firma - XA: 5,2023-03-10,0.23,UNCHECKED,UNREVIEWED,,0,4020981,Electronarcosis,Procedure,MAPS_TO,,<auto>,1679066968997,
RAD_ZH00005267_XA,C-boog,22956,,X-Ray Angiography,not in wise,2023-03-16,0.35,UNCHECKED,UNREVIEWED,,0,3000031,XR tomography Internal auditory canal - bilateral,Procedure,MAPS_TO,,<auto>,1679066969286,
RAD_501_MG,1 x immuno,6,,Mammography,not in wise,1999-03-26,0.47,UNCHECKED,UNREVIEWED,,0,4295112,Immunological therapy,Procedure,MAPS_TO,,<auto>,1679066969382,
RAD_ZH00000395_MR,MR Sacrum Piriformis,57,,Magnetic Resonance,MR Sacrum Piriformis - MR: 53,2023-03-16,0.70,UNCHECKED,UNREVIEWED,,0,3051517,MR Sacrum,Procedure,MAPS_TO,,<auto>,1679066969535,
RAD_ASAN_MG,ALCOHOLISCHE SEPTUM ABLATIE + NARCOSE,2,,Mammography,ALCOHOLISCHE SEPTUM ABLATIE + NARCOSE - XA: 2,2014-06-19,0.44,UNCHECKED,UNREVIEWED,,0,4229994,Percutaneous transluminal septal myocardial ablation,Procedure,MAPS_TO,,<auto>,1679066969711,
RAD_TBSPECT/_MG,SPECT^07_SPECT_Sentinel (Adult),518,,Mammography,not in wise,2011-03-24,0.12,UNCHECKED,UNREVIEWED,,0,4173447,Adult pain assessment,Procedure,MAPS_TO,,<auto>,1679066969793,
RAD_ZH00005497_XA,DDD-Pacemakervervanging,155,,X-Ray Angiography,not in wise,2023-03-13,0.46,UNCHECKED,UNREVIEWED,,0,4049403,Maintenance procedure for cardiac pacemaker system,Procedure,MAPS_TO,,<auto>,1679066969981,
RAD_ZH00005635_NM,LuPSMA cyclus 1 scan Dag6,4,,Nuclear Medicine,LuPSMA cyclus 1 scan Dag6 - NM: 33,2023-03-06,0.23,UNCHECKED,UNREVIEWED,,0,4201349,Ultrasonography of toe,Procedure,MAPS_TO,,<auto>,1679066970187,
RAD_OPERATIE_MG,Operatiekwartier,1,,Mammography,not in wise,2011-10-14,0.28,UNCHECKED,UNREVIEWED,,0,4301351,Surgical procedure,Procedure,MAPS_TO,,<auto>,1679066970269,
RAD_ZH00005442_US,Echo Abdomen (adhoc) E,22242,,Ultra Sound,Echo Abdomen (adhoc) E - US: 26880; Echo Abdomen (adhoc) E - US: 10772,2023-03-16,0.38,UNCHECKED,UNREVIEWED,,0,3014650,US Abdomen,Procedure,MAPS_TO,,<auto>,1679066970458,
RAD_ZH00000040_CR,CR Heup Links,21903,,Computed Radiography,CR Heup Links - CR: 21565; CR Heup Links - OT: 11;  - CR: 1,2023-03-16,0.21,UNCHECKED,UNREVIEWED,,0,3052484,XR Hip Lateral,Procedure,MAPS_TO,,<auto>,1679066971236,
RAD_ZH00000522_US,Plaatsen PICC,154,,Ultra Sound,Plaatsen PICC - XA: 885; Plaatsen PICC - CR: 184; Plaatsen PICC - US: 142,2023-03-16,0.25,UNCHECKED,UNREVIEWED,,0,3009117,RFA Guidance for placement of peripherally-inserted central venous catheter in Vein,Procedure,MAPS_TO,,<auto>,1679066971556,
RAD_ZH00005289_OT,Ventriculografie/ejectiefractiebepaling inj,57,,Other,Ventriculografie/ejectiefractiebepaling inj - OT: 57; Ventriculografie/ejectiefractiebepaling inj - NM: 22,2020-05-11,0.31,UNCHECKED,UNREVIEWED,,0,4141016,Left ventriculogram,Procedure,MAPS_TO,,<auto>,1679066971968,
RAD_CS00000019_US,Transthoracaal echo,4,,Ultra Sound,Transthoracaal echo - US: 3,2018-04-24,0.44,UNCHECKED,UNREVIEWED,,0,4335825,Transthoracic echocardiography,Procedure,MAPS_TO,,<auto>,1679066972270,
RAD_AA_MG,Aneurysma Aorta,518,,Mammography,ABLATIE AVNRT - XA: 336; Aneurysma Aorta - RF: 55; Aneurysma Aorta - ES: 3; ABLATIE AVNRT - OT: 2,2017-09-26,0.75,UNCHECKED,UNREVIEWED,,0,4215014,Aneurysmectomy of aorta,Procedure,MAPS_TO,,<auto>,1679066972432,
RAD_71_MG,heelkundige behandeling van fractuur van beide tib,6,,Mammography,not in wise,1999-06-22,0.26,UNCHECKED,UNREVIEWED,,0,4126795,Understanding behavior,Procedure,MAPS_TO,,<auto>,1679066972482,
RAD_T_EMBN1_MG,"Emb + 1s selectief, géén globale art",2,,Mammography,not in wise,2009-10-06,0.13,UNCHECKED,UNREVIEWED,,0,4211707,Selective embolization of artery,Procedure,MAPS_TO,,<auto>,1679066972663,
RAD_ECHO LID_MG,ECHO LIDMAAT,21615,,Mammography,not in wise,2011-03-24,0.36,UNCHECKED,UNREVIEWED,,0,4122347,Modified Widman flap,Procedure,MAPS_TO,,<auto>,1679066972810,
RAD_VSD_MG,VSD,4,,Mammography,VSD - XA: 4,2016-10-21,0.47,UNCHECKED,UNREVIEWED,,0,4199899,Closure of ventricular septal defect,Procedure,MAPS_TO,,<auto>,1679066972848,
RAD_ZH00005614_XA,coronarografie post-op + re hartkath + biopsie,1,,X-Ray Angiography,not in wise,2022-06-15,0.28,UNCHECKED,UNREVIEWED,,0,4169726,"Fluoroscopy, post-operative",Procedure,MAPS_TO,,<auto>,1679066973041,
RAD_ZH00000213_CT,CT Knieprothese Links,57,,Computed Tomography,CT Knieprothese Links - CT: 58,2023-02-09,0.34,UNCHECKED,UNREVIEWED,,0,3048029,CT Knee,Procedure,MAPS_TO,,<auto>,1679066973175,
RAD_ZH00005410_MR,MR Whole-Body Ovarium/Colon/Pediatrie,154,,Magnetic Resonance,MR Peritoneale meta's - MR: 137; MR Whole-Body Ovarium/Colon/Pediatrie - MR: 26,2023-03-14,0.40,UNCHECKED,UNREVIEWED,,0,3048738,MR Whole body,Procedure,MAPS_TO,,<auto>,1679066973379,
RAD_GBD3I2_MG,GBD3I2,2,,Mammography,not in wise,2011-08-04,0.12,UNCHECKED,UNREVIEWED,,0,3024034,US Gallbladder,Procedure,MAPS_TO,,<auto>,1679066973480,
RAD_ZH00000555_DX,Botdensitometrie,518,,Digital Radiography,Botdensitometrie - DX: 595; Botdensitometrie - OT: 575,2023-03-10,0.38,UNCHECKED,UNREVIEWED,,0,4086416,Dual energy X-ray absorptiometry,Procedure,MAPS_TO,,<auto>,1679066973554,
RAD_SCHL_MG,RX schouder li,21234,,Mammography,RX Schouder li - CR: 12561; RX schouder li - CR: 9650; RX Schouder Links - DX: 4782; RX Schouder Links - CR: 3389; RX Schouder Links - RF: 25; RX Schouder li - RF: 19; RX schouder li - RF: 16; RX Schouder li - DX: 8; RX Schouder li - US: 7; RX schouder li - DX: 6; RX schouder li - US: 3; RX Schouder li - CT: 2; RX schouder li - CT: 2; RX Schouder Links - CT: 1; RX Schouder Links - US: 1; RX Schouder li - SR: 1;  - CR: 1,2017-09-29,0.19,UNCHECKED,UNREVIEWED,,0,4195817,Duplex scan veins of upper limb,Procedure,MAPS_TO,,<auto>,1679066973564,
RAD_T_MRST_MG,MRI Sternoclavic,6,,Mammography,not in wise,2018-04-18,0.74,UNCHECKED,UNREVIEWED,,0,4329771,MRI of sternoclavicular joint,Procedure,MAPS_TO,,<auto>,1679066973584,
RAD_T_CABD_MG,CT Abdomen,21142,,Mammography,not in wise,2018-04-19,1.00,UNCHECKED,UNREVIEWED,,0,3032013,CT Abdomen,Procedure,MAPS_TO,,<auto>,1679066974154,
RAD_AO_MG,Abdomen Overzicht,56,,Mammography,Abdomen Overzicht - US: 55,2014-08-04,0.42,UNCHECKED,UNREVIEWED,,0,3014650,US Abdomen,Procedure,MAPS_TO,,<auto>,1679066974204,
RAD_1824_MG,CB-SINUSSEN,518,,Mammography,CB-SINUSSEN - CT: 496; CB-SINUSSEN - (no value): 21,2015-10-14,0.32,UNCHECKED,UNREVIEWED,,0,607952,Assessment using Brief Smell Identification Test,Procedure,MAPS_TO,,<auto>,1679066974213,
RAD_ZH00005498_XA,DDD-Pacemakervervanging + narcose,1,,X-Ray Angiography,not in wise,2019-03-14,0.37,UNCHECKED,UNREVIEWED,,0,4049403,Maintenance procedure for cardiac pacemaker system,Procedure,MAPS_TO,,<auto>,1679066974917,
RAD_MAM_MG,RX mammo,20906,,Mammography,RX mammo - MG: 20671; RX mammo - US: 254; RX mammo - CR: 7; RX mammo - CT: 4; RX mammo - OT: 1,2017-09-28,0.48,UNCHECKED,UNREVIEWED,,0,4324693,Mammography,Procedure,MAPS_TO,,<auto>,1679066974965,
RAD_T_BHEH_MG,BKN Echo TH/ECG/ASP/BA,153,,Mammography,not in wise,2018-03-20,0.21,UNCHECKED,UNREVIEWED,,0,4091145,Evoked oto-acoustic emission measurement,Procedure,MAPS_TO,,<auto>,1679066975019,
RAD_0000008545_US,Punctie gewricht,518,,Ultra Sound,Punctie gewricht - US: 512; Punctie gewricht - CT: 10; Punctie gewricht - CR: 1; Punctie gewricht - XA: 1,2023-03-15,0.33,UNCHECKED,UNREVIEWED,,0,4080549,Lumbar puncture,Procedure,MAPS_TO,,<auto>,1679066975107,
RAD_9065_MG,ECHO NIER < 5 JAAR,6,,Mammography,ECHO NIER < 5 JAAR - US: 6,2015-08-25,0.22,UNCHECKED,UNREVIEWED,,0,44790291,Contrast radiology 2 areas and or no contrast < 20 mins,Procedure,MAPS_TO,,<auto>,1679066975128,
RAD_ZH00005500_XA,Diagnostisch EFO + narcose,2,,X-Ray Angiography,not in wise,2021-11-10,0.38,UNCHECKED,UNREVIEWED,,0,4037672,Ultrasonography,Procedure,MAPS_TO,,<auto>,1679066975234,
RAD_0000005130_OT,MIBGscintigrafie SPECT/CT (low dose CT) inj,4,,Other,MIBGscintigrafie SPECT/CT (low dose CT) inj - OT: 4; MIBGscintigrafie SPECT/CT (low dose CT) inj - NM: 1,2020-04-21,0.29,UNCHECKED,UNREVIEWED,,0,37017298,Low dose computed tomography of thorax,Procedure,MAPS_TO,,<auto>,1679066975282,
RAD_1211_MG,KNIE,20883,,Mammography,KNIE - CR: 20713; KNIE - PR: 1; KNIE - RF: 1,2015-10-14,0.34,UNCHECKED,UNREVIEWED,,0,4281936,Craniectomy,Procedure,MAPS_TO,,<auto>,1679066975300,
RAD_T_CSIN2_MG,sinus 2 vlakken,1,,Mammography,not in wise,1753-01-01,0.26,UNCHECKED,UNREVIEWED,,0,3051475,XR Sinuses 2 Views,Procedure,MAPS_TO,,<auto>,1679066975435,
RAD_ZH00000514_CT,"Punctie Retroperitoneaal (bvb. Nier, ...)",56,,Computed Tomography,"Punctie Retroperitoneaal (bvb. Nier, ...) - CT: 50; Punctie Retroperitoneaal (bvb. Nier, ...) - US: 43; Punctie Retroperitoneaal (bvb. Nier, ...) - XA: 15; Punctie Retroperitoneaal - CT: 7; Punctie Retroperitoneaal - US: 5",2023-03-15,0.24,UNCHECKED,UNREVIEWED,,0,3021975,CT Retroperitoneum,Procedure,MAPS_TO,,<auto>,1679066975823,
RAD_T_MRVOAL_MG,MRI Voorarm Li,4,,Mammography,not in wise,2017-06-14,0.45,UNCHECKED,UNREVIEWED,,0,4170271,MRI venography,Procedure,MAPS_TO,,<auto>,1679066975901,
RAD_B2005_MG,JOOD5THERAPIE,2,,Mammography,not in wise,2015-02-25,0.22,UNCHECKED,UNREVIEWED,,0,4072499,Regimes and therapies,Procedure,MAPS_TO,,<auto>,1679066976128,
RAD_PSCHCI_MG,Schildklierpunctie voor cyto,517,,Mammography,Schildklierpunctie voor cyto - US: 52; Schildklierpunctie voor cyto - CT: 1; Schildklierpunctie voor cyto - CR: 1,2017-09-22,0.23,UNCHECKED,UNREVIEWED,,0,40483269,Puncture and aspiration of cyst,Procedure,MAPS_TO,,<auto>,1679066976312,
